테스트,Test
이곳은 앙헬 공의 무덤입니다. 그의 목숨이 담긴...,
네. 이곳을 되돌리기 위해선... 철충에게 감염된 코어를 부숴야 합니다.&n하지만 아쉽게도 전 이곳의 무덤지기. 무덤을 훼손하는 일은 있을 수가 없지요.,
까마귀야... 그럼 우리가 코어를 파괴해 주길 바란 거야?,
네. 하지만... 제 형제가 깨어나면서 큰 의미가 없어졌습니다.&n제 형제는 철충에게 지배를 당하고 있고... 이곳에 있는 모든 에너지를 흡수하고 있으니...,
만약 형제가 무덤을 훼손하는 지경에 이르면... 그땐 제가 나설 수 있지요.&n깨어난 형제는... 아마 그 행동을 가장 먼저 할 테니...,
저로써도 충분히 대항할 수 있습니다.,
워... 이상한데? &n네 형제가 너랑 비슷하기만 해도 부하가 있을 거 아냐? 그럼 넌 못 이기는 거 아냐?,
후훗... 과연... 세포 생명체... 생존의 기계다운 생각이군요.&n바이오로이드 암컷.,
한 번만 더 암컷이라고 부르면 어딘지는 모르지만 찾아내서 잘라 버린다.&n날 그런 취급을 할 수 있는 사람은 한 사람 밖에 없다구!,
무익한 싸움을 피하기 위해 호칭은 바꿔 드리죠. 당신의 주인도 그걸 원하는 것 같으니.&n바이오로이드 여성.,
어쨌든 좀 더 발전한 지성체인 제게는 또 다른 방법이 있습니다.,
"제가 당신을 잘못 보진 않았군요. 앙헬 공은 이곳을 지키지 못할 지경에 이르면&n제게 무덤을 파괴하라고 명령하셨습니다. 물론, 제가 가진 특별한 방법으로요.",
당신들을 내보내려 한 것 공익적인 측면에서 쓸데 없는 피해를 감수할 필요가 &n없기 때문이었습니다. 게다가 비효율적이기도 하지요.,
...까마귀야... 그래도 넌 괜찮아?,
괜찮냐는 말이 무슨 뜻인지 모르겠군요.&n어쨌든 당신들이 절 도와주시기로 하셨으니 계획은 달라졌습니다.,
당신들이 제 형제를 처치하고... 코어를 제거해 준다면...&n전 가장 중요한 앙헬 공의 무덤 만은 온전하게 보존할 수 있겠지요.,
네. 그럼 부탁 드리겠습니다.,
이런... 이건 예상 외의 상황이군요.,
아무래도... 이 곳의 코어를 지배하는 철충이 우리에게 위협을 느꼈나 보군요.,
네. 이곳 시설의 모든 전기를 끌어들여 제 형제에게 부여하고 있습니다.&n심지어 오염된 코어의 전기까지도요.,
아무래도 힘든 싸움이 될 것 같군요.&n저 에너를 끌어모은 형제라면... 절대로 쉬운 상대가 되진 않을 겁니다.,
으아!!!! 어째서 여기 무너지기 시작한 거야?,
... 아무래도 지나치게 동력을 끌어쓴 것 같군요.&n코어가 폭주하기 시작했습니다.,
응? 코어가 폭주하면 어떻게 되는 건데?,
잘 아시는 군요.,
... 그럼 뭐해! 까마귀야! 얼른 도망 가야지.,
까마귀야?,
전 만들어진지 180년이 지났습니다.&n오랜 기간을 앙헬 공의 삶과 죽음을 지켜왔지요.,
그리고... 오늘의 만남은 제 180년의 구동 중에서 가장 흥미로운 날 중 하나였습니다.,
무슨 말을 하는 거야? 까마귀야!,
트리아이나와 워울프라고 했나요? 두 암... 여성 바이오로이드들에겐 감사를 전해야겠군요.,
앙헬 공은 한 번도 존중에 대해서 말씀하신 적이 없었지만...&n당신들과 당신들의 주인 덕분에 새로운 지식을 배울 수 있었습니다.,
설마... 까마귀... 너...,
전 당신들의 생명과 생존의 의지를 존중하겠습니다.&n제 에너지를 주입하면... 당신들이 빠져나갈 시간 동안은 이 건축물을 유지할 수 있을 겁니다.,
"자, 가십시오! 부디, 생명을 살아 주시기 바랍니다.&n비록... 앙헬 공이 존중하지 않았지만 당신들에겐 그 존중이라는 것이 의미가 있겠지요.",
그럼... 이만...,
웃기고 있네! 세이렌! 발사!,
[c][57e137]꽝!![-][/c],
크윽!!! 이게 무슨 짓입니까!,
자! 모두들 달라붙어서 까마귀를 묶어!&n사소한 고장은 그 기계공 언니가 고쳐줄 거야!,
그만 두지 못해! 내 의지를! 내 소멸을 존중하란 말이다!,
존중 좋아하네... 이건 날 함부로 부른 몫이다!,
[c][57e137]탕!![-][/c],
이건 트리아이나에게 음료수를 주지 않은 몫!,
[c][57e137]탕!!![-][/c],
크윽!!!,
마지막으로 이건.. 파묻힐 보물의 몫!,
이제 내가 어떤 여자인지 알겠지? 앙?!,
그만 둬! 이러다 까마귀가 완전히 부서지겠어!,
흥! 꼴좋다.,
이번 한 번은 봐주지!,
자! 전부 들어! 까마귀를 들고 나가는 거야!&n페로! 캡틴을 업어!,
맡겨 두십시오!,
자! 간다!!!!,
탈출에 성공한 인원들,
흐와와! 아슬아슬 했어!,
훗! 마지막은 모험답게 끝났네... 뭐... 그 보물은 못 챙겼지만...,
너희들...,
까마귀야! 살아서 다행이야!,
... ... 이해할 수가 없군.,
뭐가?,
분명히 네 주인은 아무런 명령이 없었다.&n게다가 네 주인까지 위험할 수 있는 상황이었지.,
어째서 마지막 소임을 마친 내 마지막을 방해한 거지?,
까마귀야... 아까 존중의 의미를 깨달았다고 하더니... 거짓말이었네?,
무슨 말이냐?,
우린 네 주인의 명령보다 네 생명을 더 존중한 거라고!&n바보야.,
어리석은... 내겐 생명이 없다. &n내가 가진 건 논리 회로와 명령을 따르는 사명 뿐...,
"내가 옛날에 발굴한 책에서 읽었는데&n""나는 생각한다! 고로 존재한다!"" 그렇게 이야기했거든?",
존재하는 건 단순히 서 있는 게 아니라 살아 있다는 이야기야.&n똑똑한 척은 다하면서 이런 건 또 모르네?,
하지만... 내 의미는 앙헬 공의 명령과 함께 사라졌다.,
그럼 새로운 의미를 받으면 되겠네. 그치?,
새로운 의미를 어디서 받으란 말이냐?,
음... 그건... 어... 캡틴? &n그래! 캡틴에게서 받으면 되겠다! 캡틴은 인간이니까... 네게 의미를 줄 수 있을 거야.,
캡틴의 말을 따르는 걸 네 새로운 의미로 ... 에... 그러니까 사명으로 삼으면 안돼?,
새로운 사명이라...,
뭐... 자세한 건 나중에 이야기하자! &n까마귀 너 눈이 깜빡깜빡하는 게 되게 위험해 보이거든?,
자! 워울프? 내가 널 새로운 운송대장으로 임명할게!&n임무는 오르카의 기계공 언니들에게 까마귀를 인도할 것!,
오오! 새로운 대장 자리군! &n맡겨 둬! 내가 책임지고 해낼 테니까!,
그럼 가자고! 로봇! &n모두들 도와! 이 운송대장님이 수송 임무를 해야 하니! 자! 들어!,
... 아! 저... 그...캡틴... 미안해.,
보물을 찾으러 갔는데... 실제론 많이 건진 게 없네?,
혹시... 까마귀 구한 거... 내가 잘못한 거야?,
- 이제와서 걱정을 하는 트리아이나. &n어쩐지 웃음이 나왔다.,
뭐? 아까 분명히 폭발이...,
- 메인 시설은 아마 무너졌겠지. &n하지만... 이 정도로 거대한 시설이 그 정도 폭발로 완전히 무너질 리는 없지.&n,
오오! 그럼... 나 탐사대장 계속 해도 돼?&n남은 시설에 있는 보물을 모조리 찾아낼게! 응?,
좋아! 세이렌! 운디네! 네리! 모두 모여 봐!,
새로운 탐험을 시작해 보자고!,
갑판,
"어머나~! 햇살이 정말 좋사옵니다.&n후훗, 이 아름다운 수영복과 정말 잘 어울리는군요.",
"그러게? 아! 아무튼, 수영복받은 거 축하해요. &n자! 그럼 오드리 씨의 작품에 대한 인터뷰를 진행해 볼까요?",
... 수영복...,
리리스 경호대장이잖아? 엇? 근데... 안 더워? 햇볕이 이렇게 내리쬐는데?,
후후. 리리스 양이시옵니까? 이곳에는 무슨 볼일이 있어 오셨는지요?&n그런 복장으론 좀 덥지 않겠사옵니까?,
... 호호. 소완 양은... 목숨이 여러 개이신가 봐요?,
안타깝게도 미친 스토커 하나 때문에 이게 뭔지?&n그 빌어먹을 인스퍼레이션이 뭐라고... 어머! '빌어먹을'은 잊어 주시겠어요?,
훗. 아무래도 화가 많이 나신 모양이시군요.&n아무래도... 제가 수영복을 입으신 걸 보면 더욱 화가 나실 테니... 전 이만...,
... 거기 잠깐만 멈춰 보시겠어요? 소완 양?,
저번에... 우리 강아지랑 고양이에게서... 소완 양이 그쪽 전문가라고 들었는데...&n그... 약간의 화학적인 식료품으로 사람의 정신에 가볍게 간섭하는 거... 살짝 최면을 거는...,
혹시 제가 들은 게 맞나요?,
아... 강아지와 고양이 라면... 자기들의 대장을 의도적으로 피하는 두 호위들을&n말씀하시는 것이로군요. 물론... 가능은 합니다만... 무슨 일로 그러시는지...,
좋군요. 그럼... 그걸 좀 양도해 주시겠어요? 가능한 한 많이.,
흐음... 정말... 우아한 척을 하면서도 천박한 본색이 나오는군요. 적어도 남에게&n무언가를 요구하실 땐... 상응하는 뭔가를 내미는 게 기본이 아닐까 생각하옵니다만?,
... 대신 총알은 박아줄 수 있어요. 그것도 아주 많이...&n지금 좀 시간이 없거든요. 그러니... 자매애를 발휘해 나눠주는 게 어떨까요?,
후와!! 무슨 약 거래의 현장입니다! &n지금 소완과 블랙 리리스는 도대체 무엇을 거래하는 걸까요?,
하하! 미안... 조용히 있을게.,
리리스양. 일단 진정하시는 게 어떠신지요?,
절 진정시키긴 쉬워요. 그 '화학 물질'만 좀 나눠주면...&n제 맘바도 조용해지겠죠. 어때요? 공평하지 않나요?,
... 후후.,
안타깝게도 그건 제게도 그리 많은 양이 남은 것은 아니 옵니다. &n그러니... 거래를 하시는 게 어떻겠사옵니까?,
그러지 않아도 손이 좀 부족하던 참이었지요.&n마침 리리스 양이 딱 적임자로군요.,
전 인내심이 아주 강하답니다. 하지만 맘바는 그러지 못해요.&n최대한 빨리 말하는 게 어때요?,
급하기도 하셔라... 아주 간단한 일이옵니다...&n... 리제 양을 잠깐 구속하고 싶은데...,
구속?,
"뭐, 방법은 뭐라도 좋사옵니다.&n묶어 놓든... 방에 가두든... 아니면 좀 더 과격한 방법도... 뭐라도 괜찮겠지요.",
... 그 스토커는 눈엣가시긴 하죠. &n그런데... 소완 씨는 ... 그 스토커랑 무슨 원한을 졌을까?,
혹시... 그 스토커가 스토킹하는 주인님께... 접근이라도 했어?&n그럼... 문제가 좀 심각한데?,
후훗... 그런 게 아니 옵니다. 안타깝게도 리제 양이 제 수영복을 호시탐탐 노리는지라...&n그저 제 몸을 지키고 싶을 뿐이옵니다.,
... 별로 믿음이 가진 않는데... 저도 들은 이야기가 있어서 말이죠. &n어쨌든 그 스토커는 어차피 치워놓을 예정이었으니... 해도 상관은 없는데 말이죠...,
후후. 잘 된 일이로군요.,
뭐 그래도 제 손해가 아니긴 한데...&n마음처럼 아예 없애 놓을 순 없으니... 조금 귀찮게 되긴 하겠네요.,
후훗...,
진실된 마음을 조금 밝힌다면... 그렇게 되면 꽤나 재미있어지겠군요.,
킥... 당신 모습을 주인님께서도 보셔야 할 텐데...&n뭐... 지금 상황에선 임시적인 동맹도 나쁘지 않겠군요.,
역시 이해가 빠르시군요. 좋습니다.&n여기.. 받으시지요...,
귀하고 위험한 물건이니... 조심해서 쓰시길...,
흐음... 이것만 있으면 오드리에게 간단한 최면을 걸 수 있단 말이죠?,
효과는 의심할 필요 없사옵니다. &n한 모금이면 며칠간 릴리스 양의 말씀을 신줏단지처럼 모실 것이옵니다.,
쿡쿡... 정말 잘 됐군요.,
그리고... 전 이미 목적을 달성했으니...,
[c][57e137]철컥 철컥.[-][/c],
.... 리리스 양? 무엇을 하는 것이옵니까? &n어째서 총을...,
비상 상황 발생! 비상 상황 발생! &n지금 블랙 리리스 씨가 총을 꺼내고 있습니다!!!! 이 일을 어쩌죠?,
"소완? 전 바보가 아니에요. 당신 속 정도는 알고 있다고요. 당신이 먼저 물건을 준다?&n어차피 제대로 된 게 아니죠? 독일 수도 있고... 자, 이제 진짜 약을 꺼내볼까요?",
으악! 총 내려놔! 거기 누구 없어요?! &n여기 이 사람... 아니 바이오로이드들 진짜 미쳤어요!,
우후후! 귀한 걸 꺼내 드렸지만... 어찌하여 이 몸을 믿지 않으시는 것인지...&n그럼 그냥 돌려주시지요. 거래는 취소이옵니다.,
가치도 모르는 사람이 쓸만한 게 아닙니다. 어서 돌려주시죠. &n기껏 귀한 것을 드렸건만...,
흥... 진짜인가 보군요.,
뭐... 상관없겠죠. 가짜라면... 대가를 치르게 될 테니.&n그럼 전 이만 물러가도록 하죠.,
휴... 갔다.,
"근데, 저거 재료가 뭐예요? 진짜 최면 약? 나도 한 번 만들어 보고 싶은데...",
...정말 알기를 원하시옵니까?,
당연하지! 오르카의 알 권리를 위해서라도...&n으악! 왜 그래?! 그러지 마!,
후훗... 제 비전은 일인전승.&n알려 드릴 수는 있사옵니다만... 대가는 자명한 법이지요.,
"저, 전혀 알고 싶지 않은걸? 갑자기 알고 싶은 마음이 싹 사라졌어.&n거, 거기! 잠수부 아가씨!? 저기요?! 잠시만요!",
응? 날 불렀어? 난 평범한 잠수부가 아니야.&n보물 탐사대장 뉴 트리아이나라 불러주면 좋겠는데?,
네. 네... 그건 아무래도 좋아요. &n잠깐만 여기 있어 줄래요?,
응? 뭐야. 아하! 알았다!&n당신도 모험이 하고 싶은 거지? 그럼 여기 낄래?,
"모험?&n뭐, 뭐든 좋으니까. 뉴 트리아이나? 얼른 가요. 여긴 위험해.",
하하! 성격 급한 게 아주 마음에 들었어!&n그런데 거기 화끈한 수영복을 입은 언니는? 같이 모험 안 갈래?,
"저, 저분은 바빠요. 얼른 우린 가도록 하죠.",
"어, 얼른요!",
후훗. 소첩은... 그런 놀이를 할 나이는 지났사옵니다.,
사양하도록 하지요.,
응? 안 간다고? 역시. 그 수영복 격렬한 움직임에는 좀 위험해 보이긴 해.&n뭐~ 자기가 싫으면 어쩔 수 없지.,
어이~!&n어이! 캡틴! 83차 탐험대 모집 끝났어! 슬슬 출발할까?!,
캡틴? 캡틴이 누구...,
주. 주인님이 어찌하여 저런 곳에?!,
엥? 뭐야.... 캡틴 보더니 정신을 못 차리네...,
주인님이 계신다는 말은 없었지 않습니까?!&n저도... 가겠사옵니다.,
"헤헤 뭐야? 갑자기 생각이 바뀌었어?&n뭐, 동료는 많을수록 좋지. 탐험대 가입을 축하해.",
주인님이 계시는데 제가 빠질 수야 없지 않겠습니까. &n보나 마나 끼니도 변변찮은 걸로 드시고 계실 텐데. 제가 왔으니 이제...,
아아...,
저기 좀 보세요. 주인님의 어린애처럼 들뜬 모습.&n어찌 저렇게... 사랑스러울까...,
흠. 너도 캡틴이 그렇게 좋아? 칫... 이건 좀 그런데...,
"그런데 말이야. 당신은 캡틴을 그렇게 좋아하면서, 왜 캡틴한테 가까이 안 가?",
후훗... 사모할수록... 더욱 부끄러워지는 것이 여자의 마음이옵니다.,
히히. 그래. 사람을 좋아하는 데는 여러 가지 방식이 있는 법이지. &n뭐. 알았어. 같이 출발하자고! 잘 부탁해! 요리사!,
저 역시... 아... 주인님... 조금만 기다리시옵소서!,
모두 보물 찾느라 수고했어!!,
대원들 본 대장은 정말 맘에 들었어. 혹시 모험이 생각나면 날 찾으면 돼&n나는 탐험대장 뉴 트리아이나. 기억해둬.,
"오케이! 뉴 트리아이나도. 수고했어!&n그보다 소완 씨, 계속 서성이기만 하던데... 사령관한테 말은 안 거는 거야?",
휴우... 스프리건 씨?&n점점... 그대가 성가시게 느껴지는군요. 근처에서 사라져 주시면 감사하겠사옵니다만?,
히익...! 안 돼! 힘내야 해! 스프리건은 진실을 전파하는 리포터야.&n소완 씨야말로... 알 권리를 침해할 생각이야?,
흐음... &n어찌하여 기자를 자칭하는 분들은 하나같이 그 목숨을 가볍게 여기시는지... 알 수가 없사옵니다.,
헤헤... 그... 그러게? &n잠깐만. 소완 씨? 농담이지? 히익! 칼! 칼은 왜 드는 거야? 아직 요리할 때아니잖아!,
[c][57e137]콰앙!!![-][/c],
응? 리리스 씨? 어쨌든 잘 왔어! 여기 소완 씨 좀 말려... 응?,
"아아. 소완 양, 여기 계셨군요. 후후후...",
당신이 준 약은 정말로 신기하더군요. 최면은커녕... 마시자마자 잠이 들던데...&n혹시 여기에 대해서 아는 게 있나요?,
글쎄옵니다? 후후. 이상하기도 하지...&n혹시 제가 착각해 수면제를 드렸나 보옵니다. 후후... 흔한 일이지요.,
... 너...,
스프리건 양? 나오세요. 괜히 휩쓸릴 테니...&n... 그리고 그 카메라는 여기 두고 가시고요.,
"카, 카메라는 왜!!? 어, 어쨌든 살았어! 땡큐!!",
카메라는 여기 두고 갈게요. 잘 있어요!&n두 분 좋은 시간 되세요!,
"... 자, 이제 어떻게 된 건지 설명해 보실까?",
호호... 무슨 말씀이신지... 저로선 알 수가 없사옵니다만?,
멍청한 당신이 멍청하게 스스로 오드리 양께 수면제를 먹이신 것이지요.&n설명할 게 더 있사옵니까?,
...그러면. 네가 준게 수면제는 맞는다는 거지?,
후후. 당연하옵니다. 감히 그대 따위가 수영복을 입고 주인님을 유혹하려고&n하셨습니까? 주인님의 눈이 불쌍하지 않사옵니까?,
아아... 난 네가 너무 좋아.&n아직 살아 있어서...,
"죽일 수 있으니까. &n자, 저항할 시간은 주지. 당장 일어나!",
"어머나 무서워라.&n그런데 말이죠... 그대, 혹시 잊은 게 없사옵니까?",
예를 들어... 그대가 감금해 놓은 사람이라든가...,
리제? 그 스토커는 이미 내가 가둬놨어. &n강아지에게 확실하게 지키라고 해뒀으니...,
이 해충!! 감히... 주인님과 내 사랑을 방해해?&n용서 못 해... 자르겠어!!! 천 번! 만 번 자르겠어!,
저 스토커가!!!,
... 이게 어떻게 된 거지? 소완?,
후후... 당신 실수는 고기 파이 하나에 쉽게 넘어가는 자매에게 중요한 일을 맡긴 거죠.&n리제 양? 몸은 괜찮으신가요?,
넌 비켜있어! 소완! 이 해충! 죽여버릴 거야!!!,
이 스토커의 지능은 어디까지 떨어지는 거지?&n모르겠어? 넌 소완한테 속고 있다고!,
닥쳐! 오드리를 재워서 내가 수영복 입는 걸 말린 것도! &n해충! 너지?! 말해!,
스토커! 그렇다면 어쩔 건데?&n여기서 한 번 해볼까?,
이 해충... 죽일 거야... &n잘라서... 모습이 안 보일 때까지 잘라 버릴 거야!,
아... 아아... 어째서 이럴 때... 저 스토커랑 내 마음이 맞는 걸까?&n응? 스토커? 말해 봐!,
... 너... &n방금 진짜로 날 노렸지?,
마지막 자비야. 스토커. 아무리 너라도 없애면 주인님께서 슬퍼하실 테니...&n다음엔 머리야. 지금 사라지지 않으면... 그 나쁜 머리도 없어질 테지.,
... 히... 히히히. 그럴 줄 알았어. 이 해충....,
어머나... 동료들끼리 싸움박질이라니... 천하기도 해라..,
그럼 두 분의 시간을 가질 수 있게... 방해꾼은 사라져야겠군요.&n그럼 전 이만...,
소완! 거기 서!,
해충... 넌 나랑 먼저 해결해야지?&n응? 응? 응? 응? 응? 응? 응? 응? 응?,
"스, 스프리건이 적절하게 등장!",
사령관 님? 여기예요! 얘네들 좀 말려줘요.,
"주, 주인님?!!",
주인님이 어떻게 여기를...?,
- 후... 다행히도 늦지 않은 것 같다. 부상자도 없고...,
- 이 아이들은... 대체 무슨 일로 싸우고 있는 거지?&n역시... 그건가?,
"네. 네? 얘들 앞에서 말하라고요? 못해요! 못해!&n거기 카메라 두고 갈 테니까, 자세한 건 직접 확인해보세요!",
"난 이만! 다른 촬영이 기다리고 있어서 말야.&n지, 진실을 전하는 리포터!! 이만 떠납니다!~!",
"- 스프리건은 카메라와 메모리를 내게 쥐여주고, 해변 쪽으로 달려갔다.&n메모리를 확인해 보면, 이 소동의 원인을 찾을 수 있겠지.",
"주인님?! 아, 안 돼요!! 그건... 그러니까. 나쁜 리리스가 찍혀 있어요! &n절대로 보시면 안 돼요! 제발!!!",
... 주인님? 그걸 소첩에게 주시겠사옵니까?,
그 메모리에는 부적절한 내용이 담겨 있사옵니다.&n순수하신 주인님께서 보시면 상처를 입으실... 소첩이 태워 없애 버리겠나이다.,
- 역시 소완까지 연루되어 있는 건가?,
"머, 멈춰 주세요 주인님!!! 안돼요! 안돼!",
"- 소완과 리리스가 저렇게 당황하는 걸 보아하니,&n메모리엔 정말 위험하기 짝이 없는 내용이 들어있을 것 같다.",
- 나는 소완과 리리스를 단호하게 제지하고. 메모리를 확인했다.,
"- 자그마한 메모리 칩엔 귀여운 분류 스티커가 붙어있었고,&n거기엔 스프리건의 자필로...",
- 제길... 보면 안 되는 걸 봐 버렸다.&n스프리건은 내게 왜 이런 걸 준 걸까?,
"... 주, 주인님? 뭘 보신 거죠?",
- 스프리건이 메모리를 잘못 전달해준 것이겠지.&n그 아이... 늘 실수가 많으니까.,
"- 급하게 주위를 둘러봤지만, 스프리건은 멀리 떠나버린 건지 보이지 않았다.",
주인님?!&n오해하시면 안 돼요. 모든 건 저 요리사 년이 꾸민 일이에요!,
억울하옵니다! 주인님! 전 그저...&n오드리 양을 설득하기 위해서... 그리고 조금 머리가 뜨거워진 자매를 진정시키려고...,
- 투닥거리는 두 명의 메이드. 내 손에는 잘못 전달된 메모리 칩...,
"- 뭐... 싸움의 발단이라 해 봐야. 눈이 마주쳤다든가, 대충... 그런 내용이겠지.&n소완이 가벼운 장난을 쳤거나 리리스가 시비를 걸었을 수도 있고.",
"- 어떻게 된 일인지는 모르겠지만, 두 사람이 이렇게 계속 다투게 둘 순 없다.",
"- 나는 머리를 굴려 메이와, 나이트 앤젤을 진정시켰던 방법을 다시 써 보기로 했다.&n이 둘에게도 통해야 할 텐데...",
- 메이와 나이트 앤젤이 이걸 보면 정말 큰일 나겠지만... 어쩔 수 없지.,
주... 주인님...? 정말이신가요? 리리스... 행복해서 죽어 버릴 지도...,
너. 내가 주인님 보고 웃으면 죽여버린다고 경고했었지? &n정말 죽고 싶은 거야?,
내가 할 소리야. 스토커! &n너야말로 주인님 근처 10미터 바깥으로 사라져!,
내 수영복의 원수... 너도 갈기갈기 잘라내 버릴 거야.,
- 화해는 힘들어 보였다. 수영복이 싸움의 원인이 된 것 같긴 한데...&n수영복이 대체 뭐라고 이렇게까지 열을 올리는지...,
"- 아무튼, 여기까지 와서 서로 다투면서 휴가를 보내게 할 순 없다.",
그렇지만... 저만 수영복이 없어요. 주인님은 바닷가에서 어울리지 않는 제가 부끄러우시죠?,
너만 없는 거 아냐! 입 좀 다물지?&n기도에 구멍을 내서 강제로 말을 못 하게 만들기 전에!,
"- 수영복이 없어도, 해변에서 휴가를 즐길 수 있는 방법은 많다.&n내 몸이 일광욕을 버틸 수 있을지가 관건이지만...",
"... 해, 해변에서...",
"해변에서, 주인님과 둘이...?",
...아... 아아...,
... 주인님께는 시원한 그늘이 필요해요. 제 말이 맞죠?,
... 햇볕을 가릴만한 게.... 힛힛힛!&n네~. 제가 알고 있어요... 정말 가까운 곳에 있어요.,
"해충! 잠깐 다프네를 만나고 올테니, 거기에 가만히 서있어!&n접근하지 마. 이게 마지막 경고야.",
- 휴우... 다음은... 리리스와 소완이 남았군... 이 둘만 화해시키려면....,
[c][57e137]누군가의 인기척.[-][/c],
여깄었군요! 리리스!,
오드리 양...? 제가 설명할 수 있어요.,
리리스양! 대체 그 차는 뭐죠?&n푹 자고 깨어났더니 몸이 정말 가뿐해요!,
... 소완...?,
그걸... 마시고 벌써 깨어났다고?,
아! 인스퍼레이션이 되살아 났어! 패션도! 물론 리리스 양의 수영복은 기대하셔도 좋아요.&n제가 리리스 양의 주문을 최대한 지키면서 최고의 스윔 수트를 만들어 드리죠.,
"아무튼, 리리스 양은 언제든지 제 부티크로 찾아와도 좋아요. &n릴리스 양이라면 언제든 웰컴! 나의 스피릿 시스터니까!",
주인님? 저는...,
후훗! 리리스 양의 배려심은 정말...&n모두 잘 됐어요. 아주 잘 되었사옵니다!,
그렇지 않습니까. 리리스 양?,
... 흥...,
- 리리스를 칭찬하는 소완은. 햇살을 받아 밝게 빛나고 있었다.,
"- 아마 오르카에 도착한 뒤로, 소완 나름대로 열심히 노력하고 있는 것이겠지.",
후후... 그저 사소한 말다툼이었을 뿐이옵니다.&n리리스양과는 앞으로도 좋은 관계로 지내고 싶을 뿐...,
"네, 주인님. 이번 일로... 소완을 좀 더 알고 싶어졌어요.",
- 소완과 리리스는 서로 마주 보며 환하게 웃었다.,
- 어쩐지 등이 시린 느낌이지만... 기분 탓일 거다. 아무렴... 기분 탓이겠지.,
스프리건의 취재,
오~! 오오~!,
오르카는 갈망한다!! 열두 시 내 오르카!&n그 첫 방송 스프리건과 함께 상큼하게 시작합니다.,
"때는 무더운 여름,&n사령관의 변덕으로 오르카의 바이오로이드들은 뜻하지 않은 휴가를 얻습니다.",
"그리하여 남국의 섬에서 모험과, 트레저 헌팅이라는 명목으로 금고 탐험이 시작되는데요.",
하지만 최근 바이오로이드들이 이런저런 이유로 금고를 떠나지 못하고 있다는 정보를 입수!&n스프리건이 오르카를 대표해 급히 현장 취재 나왔습니다.,
스프리건의 방송만 기다리고 계실 오르카의 자매들을 생각하니 어깨가 무겁군요!&n신입 메인 리포터 스프리건 나와주세요!,
"네! 리포터 스프리건입니다!&n흠흠. 잡설은 여기까지 해두고, 본격적으로 인터뷰 시작하겠습니다.",
우선 현장 책임자님? 나와주세요!,
"응? 사령관님? 아, 잠깐이면 돼요~.",
으음? 왜죠? 현재 오르카의 사령관님이 취재를 어려워하고 계십니다.&n뭔가 심상찮은 냄새가 나는군요!,
"책임자님? 앞서 요청드린 대로, 금고 취재를 진행하려는데, 괜찮을까요?",
- 스프리건은 의기양양한 표정을 한 채 내게 마이크를 들이댔다.&n스프리건의 장난기 가득한 얼굴을 보고 있자니 괜한 걱정이 든다.,
"- 현재 금고는 정당한 사유를 가지고 출입을 요청하는 인원들에 한해서 입장을 허가하고 있다.&n스프리건의 경우, 오르카에 잔류한 인원들을 위한 영상 취재가 목적.",
"- ... 다만, 스프리건이 왜곡 없이 사실만을 촬영할 수 있는지 걱정된다.",
"- 뭐... 어찌 됐든 약속은 약속이니, 촬영을 허락해야겠지.",
넵! 협조 감사드려요!,
"스프리건, 리오보로스의 금고 취재 진행하겠습니다!&n그런데...",
어휴. 괜찮으려나? 소문으로는 아직도 AGS들이 작동하고 있다던데...&n취재를 하는데 혹시 위험하진 않을까요? 책임자가 동행하면... 괜찮을 지도?,
- 이번에는 몸을 꼬아가며 은근한 눈빛으로 나를 바라본다. &n그러면서도 몸은 충실히 마이크를 들이댄다. 내게 보디가드를 요청하는 건가?,
"- ... 더 피곤해지기 전에, 금고 출입을 희망하는 인원 중 한 명을 스프리건에게 붙여주자.",
- 때마침 리스트에서 앙헬의 금고 한정으로 가장 유능한 보디가드가 눈에 띄었다.,
- 이 녀석이라면 괜찮겠지.,
- 검은 그림자가 진다.,
사령관 각하. 저를 찾으셨습니까.,
그렇습니다만?,
- 로크의 안면 발광체가 미세하게 떨렸다.,
"곤란합니다. 각하, 제 목적지는 금고의 가장 깊은 곳입니다.&n어둡고 깊은... 그 어떤 전사도 안전을 장담할 수 없는 곳입니다.",
- 금고의 가장 깊은 곳이라면. 분명...,
그렇습니다. 제 형제의 잔해가 묻힌 곳...&n다행히도 골조는 남아 있어서 어떻게든 움직일 수는 있어 보였습니다만...,
"그곳에서 미약한 신호가 흘러나왔기에, 확인차 다녀올 계획입니다.",
하하. 제가 음식 따위를 탐할 리 없지 않겠습니까? 영민하신 사령관 각하.,
"- ... 로크는 얼마 전 포츈과 닥터에게 끌려간 이후로, 뭔가 묘한 분위기를 풍긴다.&n굳이 표현하자면 닥터 쪽에... 가까운 느낌이라고 해야겠다.",
귀하신 분의 입은 금과 같지요. 나온 명령을 거스를 수는 없는 법.&n따르겠습니다.,
오오! 정말 검고 멋진 로봇이네요. 잠깐 저와 인터뷰를...,
그것은 카메라인가요?,
흐음... 과거 앙헬 공은 자기를 취재하려 하는 기자들을 언제나 같은 방식으로 치하했지요.&n영원히 조용히 지낼 수 있게... 예의를 갖춰 주시길 부탁드리지요.,
... 그럼 이만.,
어이! 농담하는 거죠? 그냥 날아가 버리면 어떻게 해!&n그리고 사령관! 사령관은? 사령관은 안 가는 거야?,
"이잇! 치사해!&n이, 일단 동굴로 출발합니다! 이상 리포터 스프리건이었습니다!",
앙헬의 금고 내부,
